Customer City,Customer Country,Customer Fname,Customer Id,Customer Lname,Customer Segment,Customer State,Customer Street,Customer Zipcode
Caguas,Puerto Rico,Mary,2447,Smith,Consumer,PR,2576 Green Hollow,725
Caguas,Puerto Rico,Mary,6562,Smith,Consumer,PR,259 Green Link,725
Caguas,Puerto Rico,Mary,7998,Smith,Consumer,PR,2896 Quaking Park,725
Caguas,Puerto Rico,Mary,4614,Smith,Consumer,PR,3892 Emerald Mountain Corner,725
Caguas,Puerto Rico,Mary,4969,Smith,Consumer,PR,6001 Middle Island,725
Caguas,Puerto Rico,Mary,10912,Smith,Consumer,PR,8706 Sleepy Via,725
Caguas,Puerto Rico,Mary,1371,Smith,Consumer,PR,1463 Silent Expressway,725
Caguas,Puerto Rico,Mary,8059,Smith,Consumer,PR,8779 Shady Parkway,725
Caguas,Puerto Rico,Mary,7840,Smith,Consumer,PR,2893 Shady Drive,725
Caguas,Puerto Rico,Mary,4080,Smith,Consumer,PR,107 Wishing Gate,725
Caguas,Puerto Rico,Mary,6265,Smith,Consumer,PR,5656 Burning By-pass,725
Caguas,Puerto Rico,Mary,3076,Smith,Consumer,PR,7770 Tawny Fox Circle,725
Caguas,Puerto Rico,Mary,5826,Smith,Consumer,PR,4635 Shady Pine Boulevard,725
Caguas,Puerto Rico,Mary,7254,Smith,Consumer,PR,3594 Burning River Bay,725
Caguas,Puerto Rico,Mary,10380,Smith,Consumer,PR,5509 Red Quail Wood,725
Caguas,Puerto Rico,Mary,5290,Smith,Consumer,PR,7676 Colonial Towers,725
Caguas,Puerto Rico,Mary,2415,Smith,Consumer,PR,3505 Emerald Vista,725
Caguas,Puerto Rico,Mary,4335,Smith,Consumer,PR,3567 Rocky Grove,725
Caguas,Puerto Rico,Mary,12199,Smith,Consumer,PR,6159 Middle Vale,725
Caguas,Puerto Rico,Mary,5252,Smith,Consumer,PR,92 Heather Cloud Circle,725
Caguas,Puerto Rico,Mary,10391,Smith,Consumer,PR,7800 Hazy Lake Acres,725
Caguas,Puerto Rico,Mary,11118,Smith,Consumer,PR,7432 Golden Estates,725
Caguas,Puerto Rico,Mary,4562,Smith,Consumer,PR,8460 Golden Drive,725
Caguas,Puerto Rico,Mary,8172,Smith,Consumer,PR,2017 Lazy Gate Downs,725
Caguas,Puerto Rico,Mary,4705,Smith,Consumer,PR,6967 Cinder Pond Gate,725
Caguas,Puerto Rico,Mary,1299,Smith,Consumer,PR,8013 Harvest Close,725
Caguas,Puerto Rico,Mary,75,Smith,Consumer,PR,1510 Broad Rise Expressway,725
Caguas,Puerto Rico,Mary,10956,Smith,Consumer,PR,4927 Hidden Limits,725
Caguas,Puerto Rico,Mary,4154,Smith,Consumer,PR,9430 Heather Mountain Farms,725
Caguas,Puerto Rico,Mary,11889,Smith,Consumer,PR,1658 Silent Beacon Avenue,725
Caguas,Puerto Rico,Mary,7574,Smith,Consumer,PR,4715 Harvest Creek Mews,725
Caguas,Puerto Rico,Mary,727,Smith,Consumer,PR,9816 Grand Hills Knoll,725
Caguas,Puerto Rico,Mary,12024,Smith,Consumer,PR,1736 Clear Gate,725
Caguas,Puerto Rico,Mary,6792,Smith,Consumer,PR,5373 Easy Zephyr Expressway,725
Caguas,Puerto Rico,Mary,11557,Smith,Consumer,PR,7446 Silent Vista,725
Caguas,Puerto Rico,Mary,9044,Smith,Consumer,PR,1207 Amber Horse Grounds,725
Caguas,Puerto Rico,Mary,5021,Smith,Consumer,PR,1453 Amber Deer Farm,725
Caguas,Puerto Rico,Mary,2670,Smith,Consumer,PR,1682 Cozy Trail,725
Caguas,Puerto Rico,Mary,6667,Smith,Consumer,PR,6695 Quaking Lagoon Grove,725
Caguas,Puerto Rico,Mary,2055,Smith,Consumer,PR,4750 Lost Jetty,725
Caguas,Puerto Rico,Mary,11392,Smith,Consumer,PR,1663 Easy Autumn Centre,725
Caguas,Puerto Rico,Mary,7550,Smith,Consumer,PR,2033 Thunder Ledge,725
Caguas,Puerto Rico,Mary,11241,Smith,Consumer,PR,183 Crystal Lake Drive,725
Caguas,Puerto Rico,Mary,7806,Smith,Consumer,PR,531 Round Fox Route,725
Caguas,Puerto Rico,Mary,4833,Smith,Consumer,PR,9221 Foggy Wagon  Wynd,725
Caguas,Puerto Rico,Mary,3453,Smith,Consumer,PR,4316 Misty Way,725
Caguas,Puerto Rico,Mary,4958,Smith,Consumer,PR,357 Umber Alley,725
Caguas,Puerto Rico,Mary,745,Smith,Consumer,PR,5336 Misty Hickory Quay,725
Caguas,Puerto Rico,Mary,105,Smith,Consumer,PR,8696 Fallen Cloud Circle,725
Caguas,Puerto Rico,Mary,6849,Smith,Consumer,PR,5032 Little Branch Stead,725
Caguas,Puerto Rico,Mary,5605,Smith,Consumer,PR,1533 Sleepy Cider Acres,725
Caguas,Puerto Rico,Mary,571,Smith,Consumer,PR,8261 Lazy Lookout,725
Caguas,Puerto Rico,Mary,7566,Smith,Consumer,PR,4896 Heather Pond Rise,725
Caguas,Puerto Rico,Mary,734,Smith,Consumer,PR,6283 Fallen Bend,725
Caguas,Puerto Rico,Mary,6080,Smith,Consumer,PR,660 Indian Chase,725
Caguas,Puerto Rico,Mary,8591,Smith,Consumer,PR,6767 Shady Chase,725
Caguas,Puerto Rico,Mary,4105,Smith,Consumer,PR,6292 Noble Dale Falls,725
Caguas,Puerto Rico,Mary,7136,Smith,Consumer,PR,7168 Amber Row,725
Caguas,Puerto Rico,Mary,7328,Smith,Consumer,PR,690 Rocky Lake Villas,725
Caguas,Puerto Rico,Mary,8670,Smith,Consumer,PR,3750 Harvest Berry Valley,725
Caguas,Puerto Rico,Mary,8119,Smith,Consumer,PR,8344 Hazy Bear Diversion,725
Caguas,Puerto Rico,Mary,370,Smith,Consumer,PR,6176 Old Grove Village,725
Caguas,Puerto Rico,Mary,9752,Smith,Consumer,PR,4805 Iron Blossom Bend,725
Caguas,Puerto Rico,Mary,2715,Smith,Consumer,PR,5403 Sunny Island Row,725
Caguas,Puerto Rico,Mary,11637,Smith,Consumer,PR,7133 Hidden Butterfly Turnabout,725
Caguas,Puerto Rico,Mary,11952,Smith,Consumer,PR,6476 Blue Fawn Bay,725
Caguas,Puerto Rico,Mary,9574,Smith,Consumer,PR,357 Noble Lane,725
Caguas,Puerto Rico,Mary,9652,Smith,Consumer,PR,2121 Harvest Maze,725
Caguas,Puerto Rico,Mary,4728,Smith,Consumer,PR,1764 Thunder View Quay,725
Caguas,Puerto Rico,Mary,4800,Smith,Consumer,PR,786 Emerald Rise Place,725
Caguas,Puerto Rico,Mary,762,Smith,Consumer,PR,6734 Grand Leaf Pathway,725
Caguas,Puerto Rico,Mary,2629,Smith,Consumer,PR,7542 Thunder Anchor Ridge,725
Caguas,Puerto Rico,Mary,5477,Smith,Consumer,PR,7017 Dewy Road,725
Caguas,Puerto Rico,Mary,6960,Smith,Consumer,PR,5182 Little Freeway,725
Caguas,Puerto Rico,Mary,1493,Smith,Consumer,PR,5406 Misty Timber End,725
Caguas,Puerto Rico,Mary,11635,Smith,Consumer,PR,3309 Silver Field,725
Caguas,Puerto Rico,Mary,3953,Smith,Consumer,PR,9163 Round Forest,725
Caguas,Puerto Rico,Mary,5284,Smith,Consumer,PR,2876 Lazy Spring Corners,725
Caguas,Puerto Rico,Mary,3740,Smith,Consumer,PR,4971 Lost Acres,725
Caguas,Puerto Rico,Mary,7904,Smith,Consumer,PR,4805 Lost Berry Forest,725
Caguas,Puerto Rico,Mary,3209,Smith,Consumer,PR,3050 Rustic Pine Expressway,725
Caguas,Puerto Rico,Mary,8383,Smith,Consumer,PR,5369 Silver Moor,725
Caguas,Puerto Rico,Mary,11401,Smith,Consumer,PR,7550 Bright Goose Boulevard,725
Caguas,Puerto Rico,Mary,3252,Smith,Consumer,PR,3504 Sunny Embers Way,725
Caguas,Puerto Rico,Mary,4363,Smith,Consumer,PR,1870 Crystal Blossom Towers,725
Caguas,Puerto Rico,Mary,9842,Smith,Consumer,PR,454 Lazy Branch Falls,725
Caguas,Puerto Rico,Mary,1262,Smith,Consumer,PR,4657 Rocky Beacon Via,725
Caguas,Puerto Rico,Mary,8973,Smith,Consumer,PR,937 Amber Ledge,725
Caguas,Puerto Rico,Mary,4647,Smith,Consumer,PR,1 Crystal Gate,725
Caguas,Puerto Rico,Mary,9911,Smith,Consumer,PR,9393 Iron Impasse,725
Caguas,Puerto Rico,Mary,4243,Smith,Consumer,PR,3544 Gentle Concession,725
Caguas,Puerto Rico,Mary,1510,Smith,Consumer,PR,6564 Tawny Elk View,725
Caguas,Puerto Rico,Mary,865,Smith,Consumer,PR,3915 Cinder Treasure Pike,725
Caguas,Puerto Rico,Mary,925,Smith,Consumer,PR,7136 Indian Bear Farm,725
Caguas,Puerto Rico,Mary,8803,Smith,Consumer,PR,4062 Dusty Quail Ridge,725
Caguas,Puerto Rico,Mary,7317,Smith,Consumer,PR,409 Iron Park,725
Caguas,Puerto Rico,Mary,8114,Smith,Consumer,PR,7415 Cotton Fox Corners,725
Caguas,Puerto Rico,Mary,972,Smith,Consumer,PR,2287 Thunder Pony Nook,725
Caguas,Puerto Rico,Mary,9851,Smith,Consumer,PR,4311 Round Ridge,725
Caguas,Puerto Rico,Mary,2620,Smith,Consumer,PR,6764 Pleasant Island,725
Caguas,Puerto Rico,Mary,2132,Smith,Consumer,PR,4938 Crystal Creek Ramp,725
Caguas,Puerto Rico,Mary,544,Smith,Consumer,PR,8906 Silver Link,725
Caguas,Puerto Rico,Mary,11219,Smith,Consumer,PR,830 Quaking Bear Grounds,725
Caguas,Puerto Rico,Mary,2757,Smith,Consumer,PR,7778 Silver Turnabout,725
Caguas,Puerto Rico,Mary,5542,Smith,Consumer,PR,7573 Sunny Pond Island,725
Caguas,Puerto Rico,Mary,9125,Smith,Consumer,PR,1043 Golden Timber Impasse,725
Caguas,Puerto Rico,Mary,5948,Smith,Consumer,PR,7773 Burning Village,725
Caguas,Puerto Rico,Mary,2046,Smith,Consumer,PR,5072 Old Downs,725
Caguas,Puerto Rico,Mary,4515,Smith,Consumer,PR,3202 Fallen Point,725
Caguas,Puerto Rico,Mary,3765,Smith,Consumer,PR,3544 Gentle Concession,725
Caguas,Puerto Rico,Mary,4802,Smith,Consumer,PR,4916 Honey Highlands,725
Caguas,Puerto Rico,Mary,3930,Smith,Consumer,PR,9714 Quaking Elk Green,725
Caguas,Puerto Rico,Mary,10294,Smith,Consumer,PR,9447 Dusty Beacon Turnabout,725
Caguas,Puerto Rico,Mary,5950,Smith,Consumer,PR,2901 Sunny Cloud Line,725
Caguas,Puerto Rico,Mary,11751,Smith,Consumer,PR,4831 Shady Pony Parade,725
Caguas,Puerto Rico,Mary,5269,Smith,Consumer,PR,5589 Cinder Berry Heights,725
Caguas,Puerto Rico,Mary,9641,Smith,Consumer,PR,473 High Plaza,725
Caguas,Puerto Rico,Mary,10181,Smith,Consumer,PR,3495 Round Mount,725
Caguas,Puerto Rico,Mary,10677,Smith,Consumer,PR,9409 Amber Forest Highway,725
Caguas,Puerto Rico,Mary,8639,Smith,Consumer,PR,1070 Dusty Beacon Maze,725
Caguas,Puerto Rico,Mary,3227,Smith,Consumer,PR,5659 Shady Cloud Port,725
Caguas,Puerto Rico,Mary,6799,Smith,Consumer,PR,624 Jagged Anchor Concession,725
Caguas,Puerto Rico,Mary,3258,Smith,Consumer,PR,9437 Emerald Butterfly Edge,725
Caguas,Puerto Rico,Mary,385,Smith,Consumer,PR,8864 Silver Highlands,725
Caguas,Puerto Rico,Mary,1308,Smith,Consumer,PR,7370 Sunny Mountain,725
Caguas,Puerto Rico,Mary,6004,Smith,Consumer,PR,5393 Umber Wynd,725
Caguas,Puerto Rico,Mary,7081,Smith,Consumer,PR,1411 Clear Beacon Extension,725
Caguas,Puerto Rico,Mary,4534,Smith,Consumer,PR,9260 Burning Horse Subdivision,725
Caguas,Puerto Rico,Mary,11325,Smith,Consumer,PR,8109 Tawny Woods,725
Caguas,Puerto Rico,Mary,10624,Smith,Consumer,PR,38 Heather Embers Ledge,725
Caguas,Puerto Rico,Mary,7360,Smith,Consumer,PR,6232 Red Rise Rise,725
Caguas,Puerto Rico,Mary,344,Smith,Consumer,PR,7274 Middle Wynd,725
Caguas,Puerto Rico,Mary,1387,Smith,Consumer,PR,6595 Old Private,725
Caguas,Puerto Rico,Mary,6282,Smith,Consumer,PR,331 Fallen Chase,725
Caguas,Puerto Rico,Mary,7831,Smith,Consumer,PR,6439 Quiet Lagoon Parkway,725
Caguas,Puerto Rico,Mary,350,Smith,Consumer,PR,1799 Cinder Estates,725
Caguas,Puerto Rico,Mary,6284,Smith,Consumer,PR,6715 Indian Walk,725
Caguas,Puerto Rico,Mary,8413,Smith,Consumer,PR,3040 Cozy Freeway,725
Caguas,Puerto Rico,Mary,10475,Smith,Consumer,PR,236 Harvest Diversion,725
Caguas,Puerto Rico,Mary,1722,Smith,Consumer,PR,5406 Misty Timber End,725
Caguas,Puerto Rico,Mary,2400,Smith,Consumer,PR,9140 Gentle Moor,725
